ASV,Kingdom,Phylum,Class,Order,Family,Genus,Site,Hours,Oxygen,Label,baseMean,log2FoldChange,lfcSE,pvalue,padj
Seq_1105,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Unclassified,Čertovo,72 h,Oxic,Labelled,7.870652178844192,1.7939900343381707,1.070245398550665,7.521682175053473e-4,0.011022427710732566
Seq_1012,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Čertovo,72 h,Oxic,Labelled,7.8819801160928336,1.5827678821468036,0.7450849449825218,4.0838902070660906e-4,0.0066703540048746145
Seq_1216,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,Čertovo,72 h,Oxic,Labelled,7.972386777621806,1.0937587874550165,0.44566722963806077,0.0017678032685650956,0.0226798457874093
Seq_1610,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,72 h,Oxic,Labelled,8.13357014449549,2.7763998298721684,1.894086531406183,4.5484176789759213e-4,0.007061305862014104
Seq_503,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Čertovo,72 h,Oxic,Labelled,8.229182480686456,1.8524016313559732,1.6252820188352648,0.0017790950458235612,0.0226798457874093
Seq_975,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,9.213131208750656,1.1292637389487281,0.6802858114883962,0.0037361659786839196,0.04307579598953225
Seq_914,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Unclassified,Čertovo,72 h,Oxic,Labelled,9.757295754093368,2.2268517711416167,0.9474993030778598,1.0181019085942701e-4,0.0020732257047737864
Seq_383,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unclassified,Unclassified,Čertovo,72 h,Oxic,Labelled,10.029364617674789,1.3502520364457828,0.43590009405959756,1.2749476888799326e-4,0.0024815021882093474
Seq_998,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,Unclassified,Čertovo,72 h,Oxic,Labelled,10.114135911774143,1.4269171985088227,0.5731289917530751,3.1218901939926186e-4,0.005357511806494822
Seq_298,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,Čertovo,72 h,Oxic,Labelled,10.460107398082146,2.920922303145081,0.848039184928687,6.650230076036789e-6,1.7978553033147734e-4
Seq_164,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,Čertovo,72 h,Oxic,Labelled,11.117962682692882,2.9808441912369785,0.8611203115809714,6.634431103433393e-6,1.7978553033147734e-4
Seq_679,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,11.703604895376523,0.8747074249238387,0.2996067059713172,0.0038087680313559366,0.04359232316179641
Seq_731,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,11.931634337817082,0.9049602281622293,0.321815897724401,0.0036214954775154974,0.04269552562965639
Seq_788,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,HSB OF53-F07,Čertovo,72 h,Oxic,Unlabelled,13.313235144435678,1.5766505426163935,0.5705099043905819,1.5556312083573586e-6,0.0011562228956116067
Seq_821,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Čertovo,72 h,Oxic,Labelled,13.449666066113659,3.7609834449317527,0.775347179570251,2.1108879111650756e-7,1.4228639144716693e-5
Seq_1198,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,72 h,Oxic,Labelled,13.698913412772047,2.8116059249275587,2.328006527310521,3.872989100840529e-4,0.006460475436295691
Seq_626,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,Čertovo,72 h,Oxic,Labelled,14.22588193316475,1.2265719020011336,0.3662107013433257,1.635856632794091e-4,0.0030535990478823033
Seq_884,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Čertovo,72 h,Oxic,Labelled,15.109974441067479,1.045890619848259,0.32732059076083353,7.656850785990137e-4,0.011056512106467143
Seq_437,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,72 h,Oxic,Labelled,15.474087509945765,1.510282954820986,0.4297643456397539,1.8479795368455438e-5,4.599415736148909e-4
Seq_707,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Čertovo,72 h,Oxic,Labelled,15.564405155955304,2.5075374657126672,0.6574716100498682,1.5047765357597757e-6,6.554137800198135e-5
Seq_811,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,72 h,Oxic,Labelled,15.793144051270632,2.1782546731509758,1.0563232282239372,2.1644664953198546e-4,0.003856685755297195
Seq_195,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,Čertovo,72 h,Oxic,Labelled,16.02647845192816,1.4475005398003635,0.3280536644940313,2.049878128061047e-6,7.679635304517945e-5
Seq_431,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Čertovo,72 h,Oxic,Labelled,16.408988136919156,3.552348282470853,1.5188356808203323,7.608167017146795e-5,0.0016121089030927264
Seq_374,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,72 h,Oxic,Labelled,16.539512300923352,1.2072174567318168,0.365186209381389,2.0433944940120356e-4,0.0036828075478285882
Seq_129,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,72 h,Oxic,Labelled,17.066206144743543,2.0438919219283282,0.5224014412773137,8.909143319183868e-7,4.656512241493435e-5
Seq_202,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Unclassified,Čertovo,72 h,Oxic,Labelled,17.076937919025173,2.9818621384790593,0.5732883992695997,2.7438749954164233e-8,3.309535379086886e-6
Seq_231,Bacteria,Actinobacteriota,Acidimicrobiia,Unclassified,Unclassified,Unclassified,Čertovo,72 h,Oxic,Labelled,18.43465518717767,0.9098002110763458,0.26452387220292733,0.0012911225421392409,0.01748922654133713
Seq_56,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Čertovo,72 h,Oxic,Labelled,18.65719565293297,1.3161126027966576,0.5126504778333352,4.4302208533275746e-4,0.006946586298017637
Seq_405,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,18.684902895286946,1.5674479693851566,0.583367981559218,1.1775763586051854e-4,0.0023372654813834564
Seq_844,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,18.73828386217415,1.4727158642594036,0.47340031230529395,6.344761602588778e-5,0.001381748082341556
Seq_388,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Čertovo,72 h,Oxic,Labelled,19.000278108346354,4.503363448158407,2.0874602602525467,3.548288711287713e-5,8.304054775073335e-4
Seq_472,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,72 h,Oxic,Labelled,20.021371189921265,0.8620543874156763,0.22678290433774856,9.359097926525852e-4,0.01329684851921153
Seq_693,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,Čertovo,72 h,Oxic,Labelled,20.8417474108156,1.9268709360904583,0.5277201469494142,2.577943233688205e-6,8.787423892224143e-5
Seq_817,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,72 h,Oxic,Labelled,21.244656097115637,3.318689058789278,1.0831128938799695,1.9722404105621695e-5,4.7576507134792026e-4
Seq_225,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,Čertovo,72 h,Oxic,Labelled,21.31087565140705,1.3423739195976907,0.9748482321104124,0.0028331931053523,0.034979895977892965
Seq_533,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Čertovo,72 h,Oxic,Labelled,21.326800491878753,1.8235750612265846,1.3241125794558362,0.001316153527983279,0.01748922654133713
Seq_331,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,21.871747495006893,0.8991418393255772,0.30701129956613044,0.0031927459241993155,0.039111137571441613
Seq_198,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,Čertovo,72 h,Oxic,Labelled,22.313066410336116,1.9079630068320574,1.005030125285574,3.995076092612794e-4,0.006593978224438802
Seq_276,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,72 h,Oxic,Labelled,23.420319364711503,2.3060042358605077,1.387655627482001,4.948172273105775e-4,0.0075327515769221904
Seq_321,Bacteria,WPS-2,Unclassified,Unclassified,Unclassified,Unclassified,Čertovo,72 h,Oxic,Labelled,23.688115886863635,1.152892568875933,0.23153353629999127,4.312821683278858e-6,1.2657284483197319e-4
Seq_273,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unclassified,Unclassified,Čertovo,72 h,Oxic,Labelled,24.254733395541106,0.9453096343859975,0.27993879131731647,0.0011206054183309578,0.01554963978710568
Seq_362,Bacteria,WPS-2,Unclassified,Unclassified,Unclassified,Unclassified,Čertovo,72 h,Oxic,Labelled,25.338708131337594,1.1958853573621235,0.31242715425908996,6.978437195415012e-5,0.001498930071563115
Seq_546,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,72 h,Oxic,Labelled,25.57843600477489,4.332708192066214,0.9472265268683547,5.054583055920319e-7,2.8305665113153786e-5
Seq_293,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodopila,Čertovo,72 h,Oxic,Labelled,26.534546951508567,1.1278285386043447,0.23011021093036826,6.840692065121652e-6,1.8180008742560593e-4
Seq_376,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,HSB OF53-F07,Čertovo,72 h,Oxic,Unlabelled,27.483717517076727,0.8978044029224466,0.18907815520948856,1.552458031477984e-5,0.006593511039405781
Seq_408,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,Aliidongia,Čertovo,72 h,Oxic,Labelled,27.499481524396142,3.911516298984093,0.9457657973516447,1.8010518271113425e-6,7.607023239415705e-5
Seq_519,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,72 h,Oxic,Labelled,27.58969807369628,4.512125541572249,1.0796901979790507,1.427325240949805e-6,6.554137800198135e-5
Seq_77,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,72 h,Oxic,Labelled,27.793905276520125,1.3061987628643499,0.2642655861724995,1.2269173696366152e-6,6.0118951112194146e-5
Seq_302,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unclassified,Čertovo,72 h,Oxic,Labelled,29.477490826056968,1.5815010139788659,0.6785642226810977,2.5883642861580217e-4,0.004560174382804245
Seq_651,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,Čertovo,72 h,Oxic,Labelled,30.452781773400712,1.8602814357828958,0.768250405874946,1.145368522653138e-4,0.002302484414769385
Seq_569,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Čertovo,72 h,Oxic,Labelled,30.815776293033323,5.808804549570737,1.3577308833691715,3.4161667720078225e-7,2.1426197994033062e-5
Seq_163,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unclassified,Unclassified,Čertovo,72 h,Oxic,Labelled,31.092416820310437,2.4403856731617153,0.4233383239274027,6.597342965318038e-10,1.7241056282697806e-7
Seq_1111,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,33.423741882362634,1.4639436878975625,0.3380157920618127,2.334908443070727e-6,8.230924906352825e-5
Seq_955,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Čertovo,72 h,Oxic,Labelled,33.42494855392844,3.884901790274833,0.8004241518253676,2.149360177795085e-7,1.4228639144716693e-5
Seq_330,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,Čertovo,72 h,Oxic,Labelled,33.70504044512405,0.765624370024333,0.22583032713676465,0.003992359513295518,0.04536246171628531
Seq_430,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Unlabelled,33.82396805772026,0.7987973976759877,0.16703841979353387,6.291119141624259e-5,0.018703497208048925
Seq_191,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,72 h,Oxic,Labelled,33.86895606491365,1.234612703649645,0.2759707192857623,9.487325082368531e-6,2.4387091359268618e-4
Seq_672,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unclassified,Čertovo,72 h,Oxic,Labelled,33.98972164976349,4.944462284124718,1.1683453018974155,9.577612049384643e-7,4.844417965624232e-5
Seq_372,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,35.410981852929524,1.455536047184047,0.3694742191038514,7.940090829785057e-6,2.0750104035171615e-4
Seq_430,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,38.47626387542374,1.7701126078468044,0.4900953207369219,4.35901378885622e-6,1.2657284483197319e-4
Seq_244,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,72 h,Oxic,Labelled,41.14044939817244,1.0864745149960904,0.5568540529192033,0.0033213776058168554,0.03975511515970099
Seq_236,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,72 h,Oxic,Labelled,44.58754711728086,1.333658669836415,0.28608228267516567,2.3621914590936044e-6,8.230924906352825e-5
Seq_221,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,72 h,Oxic,Labelled,45.455501568735684,1.0264584288837877,0.22570476264333558,4.4663193657617383e-5,0.0010149548935528125
Seq_169,Bacteria,Proteobacteria,Gammaproteobacteria,WD260,Unclassified,Unclassified,Čertovo,72 h,Oxic,Labelled,48.46195173257517,0.9407895000544036,0.23169034809338382,2.939584871239189e-4,0.005121410086781165
Seq_181,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Čertovo,72 h,Oxic,Labelled,48.915887935688104,0.939647255761215,0.2529523492183158,6.142858207628928e-4,0.009086794027888829
Seq_16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,72 h,Oxic,Labelled,48.999538801752195,1.4676822523679647,0.27987739978404746,1.0250367233940374e-7,8.459250433062371e-6
Seq_378,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,72 h,Oxic,Labelled,49.39061711045788,3.5195343421207155,0.9201800963616363,3.6002722412709676e-6,1.1365729014868268e-4
Seq_136,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Unclassified,Unclassified,Čertovo,72 h,Oxic,Labelled,51.876703343331386,1.3592788218419878,0.30527751757987287,3.6242758338227897e-6,1.1365729014868268e-4
Seq_153,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,52.38501739998576,1.323351652303933,0.28028021829551236,2.1400822988838446e-6,7.803834987557834e-5
Seq_414,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Acidipila,Čertovo,72 h,Oxic,Labelled,52.80900382074943,1.8833158357969477,0.5782504502383478,1.0013895986142985e-5,2.532546597785839e-4
Seq_117,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,72 h,Oxic,Labelled,53.69079650131832,1.2704844311604144,0.21909836927828094,8.591595378433732e-8,7.727232476227099e-6
Seq_257,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodopila,Čertovo,72 h,Oxic,Labelled,56.574577278742424,1.59412961207427,0.2988643054555742,2.4886270206142245e-8,3.2518059736025863e-6
Seq_333,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Čertovo,72 h,Oxic,Labelled,56.75977021469315,5.373889068746755,1.1016438811079359,8.76296973704024e-8,7.727232476227099e-6
Seq_138,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,72 h,Oxic,Labelled,56.84810253680951,3.623122746002756,0.8891335165129026,1.9830927203123023e-6,7.679635304517945e-5
Seq_319,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Čertovo,72 h,Oxic,Labelled,57.980003268859235,0.7716750607163734,0.1664707927006215,3.674175543669312e-4,0.00619473898115428
Seq_161,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unclassified,Unclassified,Čertovo,72 h,Oxic,Unlabelled,58.2053758101229,0.9055308806382097,0.1837816687638677,9.170933648242298e-6,0.005433161946583422
Seq_146,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,72 h,Oxic,Labelled,58.26736077797556,0.874120385917248,0.18734544140428433,1.2818984518173286e-4,0.0024815021882093474
Seq_185,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unclassified,Unclassified,Čertovo,72 h,Oxic,Labelled,60.15732468723924,1.0472682319204596,0.1541122492664822,2.2358949024473673e-8,3.187166551852247e-6
Seq_104,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Čertovo,72 h,Oxic,Labelled,61.00703899641901,0.99919411244659,0.18311242950118553,4.289860441959365e-6,1.2657284483197319e-4
Seq_172,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,72 h,Oxic,Labelled,61.577326790832736,3.300113084029857,0.8898872055911344,4.336258901760577e-6,1.2657284483197319e-4
Seq_85,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,64.49925135311908,1.1563714193758843,0.3003389477194932,8.919711132253124e-5,0.0018648142740497198
Seq_209,Bacteria,Proteobacteria,Gammaproteobacteria,WD260,Unclassified,Unclassified,Čertovo,72 h,Oxic,Labelled,65.10851042594624,0.6819980634629191,0.17379971290128274,0.003304841832214188,0.03975511515970099
Seq_188,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unclassified,Unclassified,Čertovo,72 h,Oxic,Unlabelled,65.64938745832211,0.8498690068722865,0.1765284349730242,2.780443976863685e-5,0.009184733270239706
Seq_161,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unclassified,Unclassified,Čertovo,72 h,Oxic,Labelled,66.51971187382439,1.5831096200925965,0.3311701267148469,2.1778529303137798e-7,1.4228639144716693e-5
Seq_112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,72 h,Oxic,Labelled,68.81167054239661,1.0267877944305157,0.24327990716402845,1.0163377098684906e-4,0.0020732257047737864
Seq_192,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,Čertovo,72 h,Oxic,Labelled,72.38630157662864,1.4663879265847584,0.2589209454713188,2.089830025129836e-8,3.187166551852247e-6
Seq_131,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,72 h,Oxic,Labelled,77.41557363355878,0.8168947426092343,0.13353539547045346,4.8613523484139595e-6,1.3859273604205615e-4
Seq_175,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified,Čertovo,72 h,Oxic,Labelled,82.42557549761815,0.8985433735504658,0.1975567820104477,1.361947409508121e-4,0.0026043091928155287
Seq_80,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,93.47613808204834,0.8506700719356057,0.1946468131621794,3.1434380497291045e-4,0.005357511806494822
Seq_120,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,72 h,Oxic,Labelled,95.54684640603432,0.9084207026904,0.25125247879326934,9.41294761245204e-4,0.01329684851921153
Seq_83,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,72 h,Oxic,Labelled,100.5225104993906,1.1576011257930674,0.23784985259967592,5.815034904292808e-6,1.6282097732019864e-4
Seq_122,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Čertovo,72 h,Oxic,Labelled,102.14385777132547,4.743787612099494,0.7533257773254224,2.073251299324102e-10,6.501716074680385e-8
Seq_225,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,Čertovo,72 h,Oxic,Unlabelled,105.83543039265183,5.613978631501688,0.9876307732647522,4.1509055762686266e-9,6.170321139123313e-6
Seq_118,Bacteria,WPS-2,Unclassified,Unclassified,Unclassified,Unclassified,Čertovo,72 h,Oxic,Labelled,108.1295989603116,0.6492425555787616,0.15402031437167632,0.0027867584830554588,0.03476503348300508
Seq_753,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Čertovo,72 h,Oxic,Unlabelled,108.64634268669623,2.210824951872085,2.3549218925686755,1.8309192841558036e-4,0.049484754834501855
Seq_105,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Čertovo,72 h,Oxic,Labelled,113.59417225901106,3.3611829740777988,0.8846907743870586,3.5659153767405273e-6,1.1365729014868268e-4
Seq_24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,72 h,Oxic,Labelled,115.68434812426236,1.3279124787931675,0.24321071522679266,1.701200260470452e-7,1.3182149943128306e-5
Seq_361,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Čertovo,72 h,Oxic,Unlabelled,119.26842460420816,5.225013735545708,0.981281034496119,2.9292783269947574e-8,2.9029148220518046e-5
Seq_198,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,Čertovo,72 h,Oxic,Unlabelled,123.2525863841742,6.000759018800747,1.0521261955057783,2.434091417831285e-9,6.170321139123313e-6
Seq_96,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,Čertovo,72 h,Oxic,Labelled,128.75845043623107,0.6431302875439245,0.15673653858560246,0.003552934525710712,0.04220455557813937
Seq_55,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,141.7766430788019,1.1379199932026487,0.21564618170021146,1.9434878530526507e-6,7.679635304517945e-5
Seq_109,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Čertovo,72 h,Oxic,Labelled,143.25787542466992,1.451852275154476,0.2988639272799084,4.6197003928006756e-7,2.6828482281153556e-05
Seq_58,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,72 h,Oxic,Labelled,152.71463115035388,0.970888774852574,0.1640681931006933,1.3408684533149294e-6,6.371156772114573e-5
Seq_60,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,Čertovo,72 h,Oxic,Labelled,156.20154181800177,0.9809495115026294,0.16072678973340462,6.417303625601662e-7,3.4697696844632436e-5
Seq_200,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Čertovo,72 h,Oxic,Labelled,162.99656093439575,3.2213484580249587,0.5841023810566351,1.1904819497285973e-8,2.3333446214680506e-6
Seq_74,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,72 h,Oxic,Labelled,194.49674069707976,4.929516067723939,0.9247636326656116,2.1786360718481278e-8,3.187166551852247e-6
Seq_97,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Unclassified,Čertovo,72 h,Oxic,Labelled,231.14333850431615,4.003598575377457,0.8148287596760018,1.765466510240398e-7,1.3182149943128306e-5
Seq_26,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,Čertovo,72 h,Oxic,Labelled,232.60730924630266,2.618097806581014,0.5587972771890697,8.870547485464782e-8,7.727232476227099e-6
Seq_49,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Čertovo,72 h,Oxic,Labelled,252.56073580369772,5.533165983834087,0.9751006221379015,2.2537756168984693e-9,5.048457381852571e-7
Seq_41,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Čertovo,72 h,Oxic,Labelled,299.3238827184835,3.2696244261301293,0.49341502431171946,7.223509659296141e-11,2.8316157864440875e-8
Seq_44,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,Čertovo,72 h,Oxic,Labelled,397.96152282597154,4.558330896281241,0.857823608155033,3.1414267921519e-8,3.5183980072101283e-6
Seq_7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Čertovo,72 h,Oxic,Labelled,436.0209836733966,1.008493723926455,0.16353120583467418,3.7282188542952017e-7,2.2484027552057217e-5
